route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,9914:1-7-127,STAN-S1-0_13553479,"Essey Mouzimpré",,0,101,9914$STAN-61$1,,
1,9914:1-7-127,STAN-S1-0_13553488,"Essey Mouzimpré",,0,105,9914$STAN-61$1,,
1,9914:1-7-127,STAN-S1-0_13553617,"Essey Mouzimpré",,0,109,9914$STAN-61$1,,
1,9914:7-7-127,STAN-S1-2_73512170,"Essey Mouzimpré",,0,105,9914$STAN-61$1,,
5,9914:5-7-127,STAN-S1-0_53518988,"Vand. Roberval",,0,509,,,
5,9914:5-7-127,STAN-S1-0_53518989,"Vand. Roberval",,0,507,,,
5,9914:5-7-127,STAN-S1-0_53518990,"Vand. Roberval",,0,508,,,
5,9914:5-7-127,STAN-S1-0_53518991,"Vand. Roberval",,0,502,,,
5,9914:5-7-127,STAN-S1-0_53518992,"Vand. Roberval",,0,510,,,
5,9914:5-7-127,STAN-S1-0_53518993,"Vand. Roberval",,0,505,,,
5,9914:5-7-127,STAN-S1-0_53518994,"Vand. Roberval",,0,506,,,
5,9914:5-7-127,STAN-S1-0_53518995,"Vand. Roberval",,0,509,,,
5,9914:5-7-127,STAN-S1-0_53518996,"Vand. Roberval",,0,507,,,
5,9914:5-7-127,STAN-S1-0_53518997,"Vand. Roberval",,0,508,,,
1,9914:7-7-127,STAN-S1-2_73512171,"Essey Mouzimpré",,0,106,9914$STAN-61$1,,
5,9914:5-7-127,STAN-S1-0_53518998,"Vand. Roberval",,0,502,,,
5,9914:5-7-127,STAN-S1-0_53518999,"Vand. Roberval",,0,505,,,
5,9914:5-7-127,STAN-S1-0_53519000,"Vand. Roberval",,0,506,,,
5,9914:5-7-127,STAN-S1-0_53519001,"Vand. Roberval",,0,507,,,
5,9914:5-7-127,STAN-S1-0_53519002,"Vand. Roberval",,0,508,,,
5,9914:5-7-127,STAN-S1-0_53519084,"Vand. Roberval",,0,504,,,
5,9914:5-7-127,STAN-S1-0_53519086,"Vand. Roberval",,0,505,,,
5,9914:5-7-127,STAN-S1-0_53519088,"Vand. Roberval",,0,506,,,
5,9914:7-7-127,STAN-S1-2_73513441,"Vand. Roberval",,0,501,,,
5,9914:7-7-127,STAN-S1-2_73513442,"Vand. Roberval",,0,503,,,
1,9914:7-7-127,STAN-S1-2_73512172,"Essey Mouzimpré",,0,107,9914$STAN-61$1,,
5,9914:7-7-127,STAN-S1-2_73513443,"Vand. Roberval",,0,502,,,
5,9914:7-7-127,STAN-S1-2_73513444,"Vand. Roberval",,0,504,,,
5,9914:7-7-127,STAN-S1-2_73513445,"Vand. Roberval",,0,501,,,
5,9914:7-7-127,STAN-S1-2_73513446,"Vand. Roberval",,0,503,,,
5,9914:7-7-127,STAN-S1-2_73513447,"Vand. Roberval",,0,502,,,
5,9914:7-7-127,STAN-S1-2_73513448,"Vand. Roberval",,0,504,,,
5,9914:7-7-127,STAN-S1-2_73513449,"Vand. Roberval",,0,501,,,
5,9914:7-7-127,STAN-S1-2_73513450,"Vand. Roberval",,0,503,,,
5,9914:7-7-127,STAN-S1-2_73513451,"Vand. Roberval",,0,502,,,
5,9914:7-7-127,STAN-S1-2_73513452,"Vand. Roberval",,0,504,,,
1,9914:7-7-127,STAN-S1-2_73512173,"Essey Mouzimpré",,0,101,9914$STAN-61$1,,
5,9914:7-7-127,STAN-S1-2_73513453,"Vand. Roberval",,0,501,,,
5,9914:7-7-127,STAN-S1-2_73513454,"Vand. Roberval",,0,503,,,
5,9914:7-7-127,STAN-S1-2_73513455,"Vand. Roberval",,0,502,,,
5,9914:7-7-127,STAN-S1-2_73513456,"Vand. Roberval",,0,504,,,
5,9914:7-7-127,STAN-S1-2_73513457,"Vand. Roberval",,0,501,,,
5,9914:7-7-127,STAN-S1-2_73513458,"Vand. Roberval",,0,503,,,
5,9914:7-7-127,STAN-S1-2_73513459,"Vand. Roberval",,0,502,,,
5,9914:7-7-127,STAN-S1-2_73513460,"Vand. Roberval",,0,504,,,
5,9914:7-7-127,STAN-S1-2_73513461,"Vand. Roberval",,0,501,,,
5,9914:7-7-127,STAN-S1-2_73513462,"Vand. Roberval",,0,503,,,
1,9914:7-7-127,STAN-S1-2_73512174,"Essey Mouzimpré",,0,102,9914$STAN-61$1,,
5,9914:7-7-127,STAN-S1-2_73513463,"Vand. Roberval",,0,502,,,
5,9914:7-7-127,STAN-S1-2_73513464,"Vand. Roberval",,0,504,,,
5,9914:7-7-127,STAN-S1-2_73513465,"Vand. Roberval",,0,501,,,
5,9914:7-7-127,STAN-S1-2_73513466,"Vand. Roberval",,0,503,,,
5,9914:7-7-127,STAN-S1-2_73513467,"Vand. Roberval",,0,502,,,
5,9914:7-7-127,STAN-S1-2_73513468,"Vand. Roberval",,0,504,,,
5,9914:7-7-127,STAN-S1-2_73513469,"Vand. Roberval",,0,501,,,
5,9914:7-7-127,STAN-S1-2_73513470,"Vand. Roberval",,0,503,,,
5,9914:7-7-127,STAN-S1-2_73513471,"Vand. Roberval",,0,502,,,
5,9914:7-7-127,STAN-S1-2_73513472,"Vand. Roberval",,0,504,,,
1,9914:7-7-127,STAN-S1-2_73512175,"Essey Mouzimpré",,0,103,9914$STAN-61$1,,
5,9914:7-7-127,STAN-S1-2_73513473,"Vand. Roberval",,0,501,,,
5,9914:7-7-127,STAN-S1-2_73513474,"Vand. Roberval",,0,503,,,
5,9914:7-7-127,STAN-S1-2_73513475,"Vand. Roberval",,0,502,,,
5,9914:8-7-32,STAN-S1-3_63510654,"Vand. Roberval",,0,501,,,
5,9914:8-7-32,STAN-S1-3_63510655,"Vand. Roberval",,0,503,,,
5,9914:8-7-32,STAN-S1-3_63510656,"Vand. Roberval",,0,502,,,
5,9914:8-7-32,STAN-S1-3_63510659,"Vand. Roberval",,0,508,,,
5,9914:8-7-32,STAN-S1-3_63510662,"Vand. Roberval",,0,502,,,
5,9914:8-7-32,STAN-S1-3_63510663,"Vand. Roberval",,0,505,,,
5,9914:8-7-32,STAN-S1-3_63510664,"Vand. Roberval",,0,507,,,
1,9914:7-7-127,STAN-S1-2_73512176,"Essey Mouzimpré",,0,104,9914$STAN-61$1,,
5,9914:8-7-32,STAN-S1-3_63510668,"Vand. Roberval",,0,506,,,
5,9914:8-7-32,STAN-S1-3_63510669,"Vand. Roberval",,0,505,,,
5,9914:8-7-32,STAN-S1-3_63510675,"Vand. Roberval",,0,503,,,
5,9914:8-7-32,STAN-S1-3_63510676,"Vand. Roberval",,0,506,,,
5,9914:8-7-32,STAN-S1-3_63510677,"Vand. Roberval",,0,507,,,
5,9914:8-7-32,STAN-S1-3_63510686,"Vand. Roberval",,0,504,,,
5,9914:8-7-32,STAN-S1-3_63510687,"Vand. Roberval",,0,505,,,
5,9914:8-7-32,STAN-S1-3_63510688,"Vand. Roberval",,0,501,,,
5,9914:8-7-32,STAN-S1-3_63510689,"Vand. Roberval",,0,503,,,
5,9914:8-7-32,STAN-S1-3_63510690,"Vand. Roberval",,0,506,,,
1,9914:7-7-127,STAN-S1-2_73512177,"Essey Mouzimpré",,0,105,9914$STAN-61$1,,
5,9914:8-7-32,STAN-S1-3_63510691,"Vand. Roberval",,0,507,,,
5,9914:8-7-32,STAN-S1-3_63510692,"Vand. Roberval",,0,502,,,
5,9914:8-7-32,STAN-S1-3_63510693,"Vand. Roberval",,0,504,,,
5,9914:8-7-32,STAN-S1-3_63510694,"Vand. Roberval",,0,505,,,
5,9914:8-7-32,STAN-S1-3_63510695,"Vand. Roberval",,0,508,,,
5,9914:8-7-32,STAN-S1-3_63510696,"Vand. Roberval",,0,501,,,
5,9914:8-7-32,STAN-S1-3_63510697,"Vand. Roberval",,0,503,,,
5,9914:8-7-32,STAN-S1-3_63510698,"Vand. Roberval",,0,506,,,
5,9914:8-7-32,STAN-S1-3_63510699,"Vand. Roberval",,0,507,,,
5,9914:8-7-32,STAN-S1-3_63510700,"Vand. Roberval",,0,502,,,
1,9914:7-7-127,STAN-S1-2_73512178,"Essey Mouzimpré",,0,106,9914$STAN-61$1,,
5,9914:8-7-32,STAN-S1-3_63510701,"Vand. Roberval",,0,504,,,
5,9914:8-7-32,STAN-S1-3_63510702,"Vand. Roberval",,0,505,,,
5,9914:8-7-32,STAN-S1-3_63510703,"Vand. Roberval",,0,508,,,
5,9914:8-7-32,STAN-S1-3_63510704,"Vand. Roberval",,0,501,,,
5,9914:8-7-32,STAN-S1-3_63510705,"Vand. Roberval",,0,503,,,
5,9914:8-7-32,STAN-S1-3_63510706,"Vand. Roberval",,0,506,,,
5,9914:8-7-32,STAN-S1-3_63510707,"Vand. Roberval",,0,507,,,
5,9914:8-7-32,STAN-S1-3_63510708,"Vand. Roberval",,0,502,,,
5,9914:8-7-32,STAN-S1-3_63510709,"Vand. Roberval",,0,504,,,
5,9914:8-7-32,STAN-S1-3_63510710,"Vand. Roberval",,0,505,,,
1,9914:7-7-127,STAN-S1-2_73512179,"Essey Mouzimpré",,0,107,9914$STAN-61$1,,
5,9914:8-7-32,STAN-S1-3_63510711,"Vand. Roberval",,0,508,,,
5,9914:8-7-32,STAN-S1-3_63510712,"Vand. Roberval",,0,501,,,
5,9914:8-7-32,STAN-S1-3_63510713,"Vand. Roberval",,0,503,,,
5,9914:8-7-32,STAN-S1-3_63510714,"Vand. Roberval",,0,506,,,
5,9914:8-7-32,STAN-S1-3_63510715,"Vand. Roberval",,0,507,,,
5,9914:8-7-32,STAN-S1-3_63510716,"Vand. Roberval",,0,502,,,
5,9914:8-7-32,STAN-S1-3_63510717,"Vand. Roberval",,0,504,,,
5,9914:8-7-32,STAN-S1-3_63510718,"Vand. Roberval",,0,505,,,
5,9914:8-7-32,STAN-S1-3_63510719,"Vand. Roberval",,0,508,,,
5,9914:8-7-32,STAN-S1-3_63510720,"Vand. Roberval",,0,501,,,
1,9914:1-7-127,STAN-S1-0_13553618,"Essey Mouzimpré",,0,110,9914$STAN-61$1,,
1,9914:7-7-127,STAN-S1-2_73512180,"Essey Mouzimpré",,0,101,9914$STAN-61$1,,
5,9914:8-7-32,STAN-S1-3_63510721,"Vand. Roberval",,0,503,,,
5,9914:8-7-32,STAN-S1-3_63510722,"Vand. Roberval",,0,506,,,
5,9914:8-7-32,STAN-S1-3_63510723,"Vand. Roberval",,0,507,,,
5,9914:8-7-32,STAN-S1-3_63510724,"Vand. Roberval",,0,502,,,
5,9914:8-7-32,STAN-S1-3_63510725,"Vand. Roberval",,0,504,,,
5,9914:8-7-32,STAN-S1-3_63510726,"Vand. Roberval",,0,505,,,
5,9914:8-7-32,STAN-S1-3_63510727,"Vand. Roberval",,0,508,,,
5,9914:8-7-32,STAN-S1-3_63510728,"Vand. Roberval",,0,501,,,
5,9914:8-7-32,STAN-S1-3_63510729,"Vand. Roberval",,0,503,,,
5,9914:8-7-32,STAN-S1-3_63510730,"Vand. Roberval",,0,506,,,
1,9914:7-7-127,STAN-S1-2_73512181,"Essey Mouzimpré",,0,102,9914$STAN-61$1,,
5,9914:8-7-32,STAN-S1-3_63510731,"Vand. Roberval",,0,507,,,
5,9914:8-7-32,STAN-S1-3_63510732,"Vand. Roberval",,0,502,,,
5,9914:8-7-32,STAN-S1-3_63510733,"Vand. Roberval",,0,504,,,
5,9914:8-7-32,STAN-S1-3_63510734,"Vand. Roberval",,0,505,,,
5,9914:8-7-32,STAN-S1-3_63510735,"Vand. Roberval",,0,508,,,
5,9914:8-7-32,STAN-S1-3_63510736,"Vand. Roberval",,0,501,,,
5,9914:8-7-32,STAN-S1-3_63510737,"Vand. Roberval",,0,503,,,
5,9914:8-7-32,STAN-S1-3_63510738,"Vand. Roberval",,0,506,,,
5,9914:8-7-32,STAN-S1-3_63510739,"Vand. Roberval",,0,507,,,
5,9914:8-7-32,STAN-S1-3_63510740,"Vand. Roberval",,0,502,,,
1,9914:7-7-127,STAN-S1-2_73512182,"Essey Mouzimpré",,0,103,9914$STAN-61$1,,
5,9914:8-7-32,STAN-S1-3_63510741,"Vand. Roberval",,0,504,,,
5,9914:8-7-32,STAN-S1-3_63510742,"Vand. Roberval",,0,505,,,
5,9914:8-7-32,STAN-S1-3_63510743,"Vand. Roberval",,0,508,,,
5,9914:9-7-127,STAN-S1-4_13505917,"Vand. Roberval",,0,501,,,
5,9914:9-7-127,STAN-S1-4_13505918,"Vand. Roberval",,0,503,,,
5,9914:9-7-127,STAN-S1-4_13505919,"Vand. Roberval",,0,502,,,
5,9914:9-7-127,STAN-S1-4_13505920,"Vand. Roberval",,0,505,,,
5,9914:9-7-127,STAN-S1-4_13505921,"Vand. Roberval",,0,501,,,
5,9914:9-7-127,STAN-S1-4_13505922,"Vand. Roberval",,0,503,,,
5,9914:9-7-127,STAN-S1-4_13505923,"Vand. Roberval",,0,510,,,
1,9914:7-7-127,STAN-S1-2_73512183,"Essey Mouzimpré",,0,104,9914$STAN-61$1,,
5,9914:9-7-127,STAN-S1-4_13505924,"Vand. Roberval",,0,507,,,
5,9914:9-7-127,STAN-S1-4_13505925,"Vand. Roberval",,0,508,,,
5,9914:9-7-127,STAN-S1-4_13505926,"Vand. Roberval",,0,502,,,
5,9914:9-7-127,STAN-S1-4_13505927,"Vand. Roberval",,0,509,,,
5,9914:9-7-127,STAN-S1-4_13505928,"Vand. Roberval",,0,504,,,
5,9914:9-7-127,STAN-S1-4_13505929,"Vand. Roberval",,0,505,,,
5,9914:9-7-127,STAN-S1-4_13505930,"Vand. Roberval",,0,506,,,
5,9914:9-7-127,STAN-S1-4_13505931,"Vand. Roberval",,0,501,,,
5,9914:9-7-127,STAN-S1-4_13505932,"Vand. Roberval",,0,503,,,
5,9914:9-7-127,STAN-S1-4_13505933,"Vand. Roberval",,0,510,,,
1,9914:7-7-127,STAN-S1-2_73512184,"Essey Mouzimpré",,0,105,9914$STAN-61$1,,
5,9914:9-7-127,STAN-S1-4_13505934,"Vand. Roberval",,0,507,,,
5,9914:9-7-127,STAN-S1-4_13505935,"Vand. Roberval",,0,508,,,
5,9914:9-7-127,STAN-S1-4_13505936,"Vand. Roberval",,0,502,,,
5,9914:9-7-127,STAN-S1-4_13505937,"Vand. Roberval",,0,509,,,
5,9914:9-7-127,STAN-S1-4_13505938,"Vand. Roberval",,0,504,,,
5,9914:9-7-127,STAN-S1-4_13505939,"Vand. Roberval",,0,505,,,
5,9914:9-7-127,STAN-S1-4_13505940,"Vand. Roberval",,0,506,,,
5,9914:9-7-127,STAN-S1-4_13505941,"Vand. Roberval",,0,501,,,
5,9914:9-7-127,STAN-S1-4_13505942,"Vand. Roberval",,0,503,,,
5,9914:9-7-127,STAN-S1-4_13505943,"Vand. Roberval",,0,510,,,
1,9914:7-7-127,STAN-S1-2_73512185,"Essey Mouzimpré",,0,106,9914$STAN-61$1,,
5,9914:9-7-127,STAN-S1-4_13505944,"Vand. Roberval",,0,507,,,
5,9914:9-7-127,STAN-S1-4_13505945,"Vand. Roberval",,0,508,,,
5,9914:9-7-127,STAN-S1-4_13505946,"Vand. Roberval",,0,502,,,
5,9914:9-7-127,STAN-S1-4_13505947,"Vand. Roberval",,0,509,,,
5,9914:9-7-127,STAN-S1-4_13505948,"Vand. Roberval",,0,504,,,
5,9914:9-7-127,STAN-S1-4_13505949,"Vand. Roberval",,0,505,,,
5,9914:9-7-127,STAN-S1-4_13505950,"Vand. Roberval",,0,506,,,
5,9914:9-7-127,STAN-S1-4_13505951,"Vand. Roberval",,0,501,,,
5,9914:9-7-127,STAN-S1-4_13505952,"Vand. Roberval",,0,503,,,
5,9914:9-7-127,STAN-S1-4_13505953,"Vand. Roberval",,0,510,,,
1,9914:7-7-127,STAN-S1-2_73512186,"Essey Mouzimpré",,0,107,9914$STAN-61$1,,
5,9914:9-7-127,STAN-S1-4_13505954,"Vand. Roberval",,0,507,,,
5,9914:9-7-127,STAN-S1-4_13505955,"Vand. Roberval",,0,508,,,
5,9914:9-7-127,STAN-S1-4_13505956,"Vand. Roberval",,0,502,,,
5,9914:9-7-127,STAN-S1-4_13505957,"Vand. Roberval",,0,509,,,
5,9914:9-7-127,STAN-S1-4_13505958,"Vand. Roberval",,0,504,,,
5,9914:9-7-127,STAN-S1-4_13505959,"Vand. Roberval",,0,505,,,
5,9914:9-7-127,STAN-S1-4_13505960,"Vand. Roberval",,0,506,,,
5,9914:9-7-127,STAN-S1-4_13505961,"Vand. Roberval",,0,501,,,
5,9914:9-7-127,STAN-S1-4_13505962,"Vand. Roberval",,0,503,,,
5,9914:9-7-127,STAN-S1-4_13505963,"Vand. Roberval",,0,510,,,
1,9914:7-7-127,STAN-S1-2_73512217,"Essey Mouzimpré",,0,101,9914$STAN-61$1,,
5,9914:9-7-127,STAN-S1-4_13505964,"Vand. Roberval",,0,507,,,
5,9914:9-7-127,STAN-S1-4_13505965,"Vand. Roberval",,0,508,,,
5,9914:9-7-127,STAN-S1-4_13505966,"Vand. Roberval",,0,502,,,
5,9914:9-7-127,STAN-S1-4_13505967,"Vand. Roberval",,0,509,,,
5,9914:9-7-127,STAN-S1-4_13505968,"Vand. Roberval",,0,504,,,
5,9914:9-7-127,STAN-S1-4_13505969,"Vand. Roberval",,0,505,,,
5,9914:9-7-127,STAN-S1-4_13505970,"Vand. Roberval",,0,506,,,
5,9914:9-7-127,STAN-S1-4_13505971,"Vand. Roberval",,0,501,,,
5,9914:9-7-127,STAN-S1-4_13505972,"Vand. Roberval",,0,503,,,
5,9914:9-7-127,STAN-S1-4_13505973,"Vand. Roberval",,0,510,,,
1,9914:7-7-127,STAN-S1-2_73512218,"Essey Mouzimpré",,0,108,9914$STAN-61$1,,
5,9914:9-7-127,STAN-S1-4_13505974,"Vand. Roberval",,0,507,,,
5,9914:9-7-127,STAN-S1-4_13505975,"Vand. Roberval",,0,508,,,
5,9914:9-7-127,STAN-S1-4_13505976,"Vand. Roberval",,0,502,,,
5,9914:9-7-127,STAN-S1-4_13505977,"Vand. Roberval",,0,509,,,
5,9914:9-7-127,STAN-S1-4_13505978,"Vand. Roberval",,0,504,,,
5,9914:9-7-127,STAN-S1-4_13505979,"Vand. Roberval",,0,505,,,
5,9914:9-7-127,STAN-S1-4_13505980,"Vand. Roberval",,0,506,,,
5,9914:9-7-127,STAN-S1-4_13505981,"Vand. Roberval",,0,501,,,
5,9914:9-7-127,STAN-S1-4_13505982,"Vand. Roberval",,0,510,,,
5,9914:9-7-127,STAN-S1-4_13505983,"Vand. Roberval",,0,507,,,
1,9914:7-7-127,STAN-S1-2_73512219,"Essey Mouzimpré",,0,102,9914$STAN-61$1,,
5,9914:9-7-127,STAN-S1-4_13505984,"Vand. Roberval",,0,508,,,
5,9914:9-7-127,STAN-S1-4_13505985,"Vand. Roberval",,0,502,,,
5,9914:9-7-127,STAN-S1-4_13505986,"Vand. Roberval",,0,509,,,
5,9914:9-7-127,STAN-S1-4_13505987,"Vand. Roberval",,0,505,,,
5,9914:9-7-127,STAN-S1-4_13505988,"Vand. Roberval",,0,506,,,
5,9914:9-7-127,STAN-S1-4_13505989,"Vand. Roberval",,0,510,,,
5,9914:9-7-127,STAN-S1-4_13505990,"Vand. Roberval",,0,507,,,
5,9914:9-7-127,STAN-S1-4_13505991,"Vand. Roberval",,0,508,,,
5,9914:9-7-127,STAN-S1-4_13505992,"Vand. Roberval",,0,502,,,
5,9914:9-7-127,STAN-S1-4_13505993,"Vand. Roberval",,0,505,,,
1,9914:1-7-127,STAN-S1-0_13553619,"Essey Mouzimpré",,0,121,9914$STAN-61$1,,
1,9914:7-7-127,STAN-S1-2_73512220,"Essey Mouzimpré",,0,103,9914$STAN-61$1,,
5,9914:9-7-127,STAN-S1-4_13505994,"Vand. Roberval",,0,506,,,
5,9914:9-7-127,STAN-S1-4_13505995,"Vand. Roberval",,0,507,,,
5,9914:9-7-127,STAN-S1-4_13505996,"Vand. Roberval",,0,508,,,
5,9914:9-7-127,STAN-S1-4_13506078,"Vand. Roberval",,0,504,,,
5,9914:9-7-127,STAN-S1-4_13506080,"Vand. Roberval",,0,505,,,
5,9914:9-7-127,STAN-S1-4_13506082,"Vand. Roberval",,0,506,,,
5,9914:10-7-127,STAN-S1-4_23505917,"Vand. Roberval",,0,501,,,
5,9914:10-7-127,STAN-S1-4_23505918,"Vand. Roberval",,0,503,,,
5,9914:10-7-127,STAN-S1-4_23505919,"Vand. Roberval",,0,502,,,
5,9914:10-7-127,STAN-S1-4_23505920,"Vand. Roberval",,0,505,,,
1,9914:7-7-127,STAN-S1-2_73512221,"Essey Mouzimpré",,0,109,9914$STAN-61$1,,
5,9914:10-7-127,STAN-S1-4_23505921,"Vand. Roberval",,0,501,,,
5,9914:10-7-127,STAN-S1-4_23505922,"Vand. Roberval",,0,503,,,
5,9914:10-7-127,STAN-S1-4_23505923,"Vand. Roberval",,0,510,,,
5,9914:10-7-127,STAN-S1-4_23505924,"Vand. Roberval",,0,507,,,
5,9914:10-7-127,STAN-S1-4_23505925,"Vand. Roberval",,0,508,,,
5,9914:10-7-127,STAN-S1-4_23505926,"Vand. Roberval",,0,502,,,
5,9914:10-7-127,STAN-S1-4_23505927,"Vand. Roberval",,0,509,,,
5,9914:10-7-127,STAN-S1-4_23505928,"Vand. Roberval",,0,504,,,
5,9914:10-7-127,STAN-S1-4_23505929,"Vand. Roberval",,0,505,,,
5,9914:10-7-127,STAN-S1-4_23505930,"Vand. Roberval",,0,506,,,
1,9914:7-7-127,STAN-S1-2_73512222,"Essey Mouzimpré",,0,104,9914$STAN-61$1,,
5,9914:10-7-127,STAN-S1-4_23505931,"Vand. Roberval",,0,501,,,
5,9914:10-7-127,STAN-S1-4_23505932,"Vand. Roberval",,0,503,,,
5,9914:10-7-127,STAN-S1-4_23505933,"Vand. Roberval",,0,510,,,
5,9914:10-7-127,STAN-S1-4_23505934,"Vand. Roberval",,0,507,,,
5,9914:10-7-127,STAN-S1-4_23505935,"Vand. Roberval",,0,508,,,
5,9914:10-7-127,STAN-S1-4_23505936,"Vand. Roberval",,0,502,,,
5,9914:10-7-127,STAN-S1-4_23505937,"Vand. Roberval",,0,509,,,
5,9914:10-7-127,STAN-S1-4_23505938,"Vand. Roberval",,0,504,,,
5,9914:10-7-127,STAN-S1-4_23505939,"Vand. Roberval",,0,505,,,
5,9914:10-7-127,STAN-S1-4_23505940,"Vand. Roberval",,0,506,,,
1,9914:7-7-127,STAN-S1-2_73512223,"Essey Mouzimpré",,0,105,9914$STAN-61$1,,
5,9914:10-7-127,STAN-S1-4_23505941,"Vand. Roberval",,0,501,,,
5,9914:10-7-127,STAN-S1-4_23505942,"Vand. Roberval",,0,503,,,
5,9914:10-7-127,STAN-S1-4_23505943,"Vand. Roberval",,0,510,,,
5,9914:10-7-127,STAN-S1-4_23505944,"Vand. Roberval",,0,507,,,
5,9914:10-7-127,STAN-S1-4_23505945,"Vand. Roberval",,0,508,,,
5,9914:10-7-127,STAN-S1-4_23505946,"Vand. Roberval",,0,502,,,
5,9914:10-7-127,STAN-S1-4_23505947,"Vand. Roberval",,0,509,,,
5,9914:10-7-127,STAN-S1-4_23505948,"Vand. Roberval",,0,504,,,
5,9914:10-7-127,STAN-S1-4_23505949,"Vand. Roberval",,0,505,,,
5,9914:10-7-127,STAN-S1-4_23505950,"Vand. Roberval",,0,506,,,
1,9914:7-7-127,STAN-S1-2_73512224,"Essey Mouzimpré",,0,110,9914$STAN-61$1,,
5,9914:10-7-127,STAN-S1-4_23505951,"Vand. Roberval",,0,501,,,
5,9914:10-7-127,STAN-S1-4_23505952,"Vand. Roberval",,0,503,,,
5,9914:10-7-127,STAN-S1-4_23505953,"Vand. Roberval",,0,510,,,
5,9914:10-7-127,STAN-S1-4_23505954,"Vand. Roberval",,0,507,,,
5,9914:10-7-127,STAN-S1-4_23505955,"Vand. Roberval",,0,508,,,
5,9914:10-7-127,STAN-S1-4_23505956,"Vand. Roberval",,0,502,,,
5,9914:10-7-127,STAN-S1-4_23505957,"Vand. Roberval",,0,509,,,
5,9914:10-7-127,STAN-S1-4_23505958,"Vand. Roberval",,0,504,,,
5,9914:10-7-127,STAN-S1-4_23505959,"Vand. Roberval",,0,505,,,
5,9914:10-7-127,STAN-S1-4_23505960,"Vand. Roberval",,0,506,,,
1,9914:7-7-127,STAN-S1-2_73512225,"Essey Mouzimpré",,0,106,9914$STAN-61$1,,
5,9914:10-7-127,STAN-S1-4_23505961,"Vand. Roberval",,0,501,,,
5,9914:10-7-127,STAN-S1-4_23505962,"Vand. Roberval",,0,503,,,
5,9914:10-7-127,STAN-S1-4_23505963,"Vand. Roberval",,0,510,,,
5,9914:10-7-127,STAN-S1-4_23505964,"Vand. Roberval",,0,507,,,
5,9914:10-7-127,STAN-S1-4_23505965,"Vand. Roberval",,0,508,,,
5,9914:10-7-127,STAN-S1-4_23505966,"Vand. Roberval",,0,502,,,
5,9914:10-7-127,STAN-S1-4_23505967,"Vand. Roberval",,0,509,,,
5,9914:10-7-127,STAN-S1-4_23505968,"Vand. Roberval",,0,504,,,
5,9914:10-7-127,STAN-S1-4_23505969,"Vand. Roberval",,0,505,,,
5,9914:10-7-127,STAN-S1-4_23505970,"Vand. Roberval",,0,506,,,
1,9914:7-7-127,STAN-S1-2_73512226,"Essey Mouzimpré",,0,107,9914$STAN-61$1,,
5,9914:10-7-127,STAN-S1-4_23505971,"Vand. Roberval",,0,501,,,
5,9914:10-7-127,STAN-S1-4_23505972,"Vand. Roberval",,0,503,,,
5,9914:10-7-127,STAN-S1-4_23505973,"Vand. Roberval",,0,510,,,
5,9914:10-7-127,STAN-S1-4_23505974,"Vand. Roberval",,0,507,,,
5,9914:10-7-127,STAN-S1-4_23505975,"Vand. Roberval",,0,508,,,
5,9914:10-7-127,STAN-S1-4_23505976,"Vand. Roberval",,0,502,,,
5,9914:10-7-127,STAN-S1-4_23505977,"Vand. Roberval",,0,509,,,
5,9914:10-7-127,STAN-S1-4_23505978,"Vand. Roberval",,0,504,,,
5,9914:10-7-127,STAN-S1-4_23505979,"Vand. Roberval",,0,505,,,
5,9914:10-7-127,STAN-S1-4_23505980,"Vand. Roberval",,0,506,,,
1,9914:7-7-127,STAN-S1-2_73512227,"Essey Mouzimpré",,0,101,9914$STAN-61$1,,
5,9914:10-7-127,STAN-S1-4_23505981,"Vand. Roberval",,0,501,,,
5,9914:10-7-127,STAN-S1-4_23505982,"Vand. Roberval",,0,510,,,
5,9914:10-7-127,STAN-S1-4_23505983,"Vand. Roberval",,0,507,,,
5,9914:10-7-127,STAN-S1-4_23505984,"Vand. Roberval",,0,508,,,
5,9914:10-7-127,STAN-S1-4_23505985,"Vand. Roberval",,0,502,,,
5,9914:10-7-127,STAN-S1-4_23505986,"Vand. Roberval",,0,509,,,
5,9914:10-7-127,STAN-S1-4_23505987,"Vand. Roberval",,0,505,,,
5,9914:10-7-127,STAN-S1-4_23505988,"Vand. Roberval",,0,506,,,
5,9914:10-7-127,STAN-S1-4_23505989,"Vand. Roberval",,0,510,,,
5,9914:10-7-127,STAN-S1-4_23505990,"Vand. Roberval",,0,507,,,
1,9914:7-7-127,STAN-S1-2_73512228,"Essey Mouzimpré",,0,108,9914$STAN-61$1,,
5,9914:10-7-127,STAN-S1-4_23505991,"Vand. Roberval",,0,508,,,
5,9914:10-7-127,STAN-S1-4_23505992,"Vand. Roberval",,0,502,,,
5,9914:10-7-127,STAN-S1-4_23505993,"Vand. Roberval",,0,505,,,
5,9914:10-7-127,STAN-S1-4_23505994,"Vand. Roberval",,0,506,,,
5,9914:10-7-127,STAN-S1-4_23505995,"Vand. Roberval",,0,507,,,
5,9914:10-7-127,STAN-S1-4_23505996,"Vand. Roberval",,0,508,,,
5,9914:10-7-127,STAN-S1-4_23506078,"Vand. Roberval",,0,504,,,
5,9914:10-7-127,STAN-S1-4_23506080,"Vand. Roberval",,0,505,,,
